time,odom_x,odom_y,kf_x,kf_y,kf_cov_x,kf_cov_y,kf_cov_yaw,ekf_x,ekf_y,ekf_cov_x,ekf_cov_y,ekf_cov_yaw,pf_x,pf_y,pf_cov_x,pf_cov_y,pf_cov_yaw,kf_rmse,ekf_rmse,pf_rmse
1.080000,0.000000,-0.000000,0.000000,0.000000,0.154224,0.154224,0.153494,0.000000,0.000000,0.631249,0.632456,0.153502,-0.004457,-0.005937,0.000000,0.000000,0.000000,0.000000,0.000000,0.016945
1.100000,0.000000,-0.000000,0.000000,0.000000,0.155245,0.155245,0.154503,0.000000,0.000000,0.641270,0.642498,0.154510,-0.004065,-0.007733,0.000000,0.000000,0.000000,0.000000,0.000000,0.016829
1.120000,0.000000,-0.000000,0.000000,0.000000,0.156266,0.156266,0.155511,0.000000,0.000000,0.651291,0.652540,0.155519,-0.000788,-0.000733,0.000000,0.000000,0.000000,0.000000,0.000000,0.016676
1.140000,0.000000,-0.000000,0.000000,0.000000,0.157287,0.157287,0.156520,0.000000,0.000000,0.661311,0.662581,0.156527,-0.000426,0.005239,0.000000,0.000000,0.000000,0.000000,0.000000,0.016542
1.160000,0.000000,-0.000000,0.000000,0.000000,0.158308,0.158308,0.157528,0.000000,0.000000,0.671332,0.672622,0.157535,0.002255,-0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,0.016407
1.180000,0.000000,-0.000000,0.000000,0.000000,0.159329,0.159329,0.158537,0.000000,0.000000,0.681353,0.682665,0.158544,0.002726,-0.008319,0.000000,0.000000,0.000000,0.000000,0.000000,0.016305
1.200000,0.000000,-0.000000,0.000000,0.000000,0.160350,0.160350,0.159545,0.000000,0.000000,0.691374,0.692705,0.159552,-0.016161,-0.005816,0.000000,0.000000,0.000000,0.000000,0.000000,0.016320
1.220000,0.000000,-0.000000,0.000000,0.000000,0.161371,0.161371,0.160553,0.000000,0.000000,0.701394,0.702747,0.160560,-0.021108,-0.002798,0.000000,0.000000,0.000000,0.000000,0.000000,0.016416
1.240000,0.000000,-0.000000,0.000000,0.000000,0.162399,0.162399,0.161564,0.000000,0.000000,0.711422,0.712802,0.161571,-0.023165,-0.002414,0.000000,0.000000,0.000000,0.000000,0.000000,0.016551
1.260000,0.000000,-0.000000,0.000000,0.000000,0.163424,0.163424,0.162574,0.000000,0.000000,0.721448,0.722852,0.162581,-0.013058,-0.016225,0.000000,0.000000,0.000000,0.000000,0.000000,0.016629
1.280000,0.000000,-0.000000,0.000000,0.000000,0.164447,0.164447,0.163584,0.000000,0.000000,0.731471,0.732900,0.163591,-0.010066,-0.023128,0.000000,0.000000,0.000000,0.000000,0.000000,0.016800
1.300000,0.000000,-0.000000,0.000000,0.000000,0.165472,0.165472,0.164593,0.000000,0.000000,0.741496,0.742949,0.164601,-0.016145,-0.016053,0.000000,0.000000,0.000000,0.000000,0.000000,0.016909
1.320000,0.000000,-0.000000,0.000000,0.000000,0.166495,0.166495,0.165603,0.000000,0.000000,0.751519,0.752996,0.165610,-0.023270,-0.023260,0.000000,0.000000,0.000000,0.000000,0.000000,0.017268
1.340000,0.000000,-0.000000,0.000000,0.000000,0.167519,0.167519,0.166612,0.000000,0.000000,0.761542,0.763042,0.166619,-0.022642,-0.020262,0.000000,0.000000,0.000000,0.000000,0.000000,0.017540
1.360000,0.000000,-0.000000,0.000000,0.000000,0.168545,0.168545,0.167623,0.000000,0.000000,0.771569,0.773095,0.167630,-0.023802,-0.005023,0.000000,0.000000,0.000000,0.000000,0.000000,0.017660
1.380000,0.000000,-0.000000,0.000000,0.000000,0.169568,0.169568,0.168632,0.000000,0.000000,0.781592,0.783141,0.168639,-0.023939,-0.004808,0.000000,0.000000,0.000000,0.000000,0.000000,0.017778
1.400000,0.000000,-0.000000,0.000000,0.000000,0.170590,0.170590,0.169641,0.000000,0.000000,0.791614,0.793186,0.169648,-0.017402,-0.006755,0.000000,0.000000,0.000000,0.000000,0.000000,0.017792
1.420000,0.000000,-0.000000,0.000000,0.000000,0.171615,0.171615,0.170650,0.000000,0.000000,0.801639,0.803235,0.170658,-0.019044,-0.002351,0.000000,0.000000,0.000000,0.000000,0.000000,0.017812
1.440000,0.000000,-0.000000,0.000000,0.000000,0.172638,0.172638,0.171660,0.000000,0.000000,0.811662,0.813281,0.171667,-0.019345,-0.004351,0.000000,0.000000,0.000000,0.000000,0.000000,0.017842
1.460000,0.000000,-0.000000,0.000000,0.000000,0.173661,0.173661,0.172669,0.000000,0.000000,0.821685,0.823328,0.172676,-0.023225,0.001998,0.000000,0.000000,0.000000,0.000000,0.000000,0.017930
1.480000,0.000000,-0.000000,0.000000,0.000000,0.174684,0.174684,0.173678,0.000000,0.000000,0.831709,0.833375,0.173686,-0.031172,-0.003537,0.000000,0.000000,0.000000,0.000000,0.000000,0.018181
1.500000,0.000000,-0.000000,0.000000,0.000000,0.175708,0.175708,0.174688,0.000000,0.000000,0.841732,0.843422,0.174695,-0.029818,-0.006746,0.000000,0.000000,0.000000,0.000000,0.000000,0.018404
1.520000,0.000000,-0.000000,0.000000,0.000000,0.176734,0.176734,0.175698,0.000000,0.000000,0.851758,0.853473,0.175705,-0.033553,0.002241,0.000000,0.000000,0.000000,0.000000,0.000000,0.018689
1.540000,0.000000,-0.000000,0.000000,0.000000,0.177759,0.177759,0.176708,0.000000,0.000000,0.861784,0.863525,0.176716,-0.031767,-0.000342,0.000000,0.000000,0.000000,0.000000,0.000000,0.018920
1.560000,0.000000,-0.000000,0.000000,0.000000,0.178784,0.178784,0.177718,0.000000,0.000000,0.871809,0.873575,0.177726,-0.035295,0.006071,0.000000,0.000000,0.000000,0.000000,0.000000,0.019235
1.580000,0.000000,-0.000000,0.000000,0.000000,0.179808,0.179808,0.178728,0.000000,0.000000,0.881833,0.883624,0.178735,-0.037621,-0.004746,0.000000,0.000000,0.000000,0.000000,0.000000,0.019587
1.600000,0.000000,-0.000000,0.000000,0.000000,0.180835,0.180835,0.179738,0.000000,0.000000,0.891859,0.893675,0.179746,-0.036270,-0.005935,0.000000,0.000000,0.000000,0.000000,0.000000,0.019897
1.620000,0.000000,-0.000000,0.000000,0.000000,0.181863,0.181863,0.180750,0.000000,0.000000,0.901886,0.903728,0.180756,-0.033208,-0.009809,0.000000,0.000000,0.000000,0.000000,0.000000,0.020148
1.640000,0.000085,-0.000000,0.000000,0.000000,0.182907,0.182907,0.181767,0.000160,-0.000000,0.911931,0.913816,0.181774,-0.037497,-0.001494,0.000000,0.000000,0.000000,0.000009,0.000008,0.020455
1.660000,0.000185,-0.000000,0.000034,0.000000,0.183943,0.183943,0.182782,0.000301,-0.000000,0.921972,0.923897,0.182789,-0.039759,0.005570,0.000000,0.000000,0.000000,0.000019,0.000015,0.020812
1.680000,0.000285,-0.000000,0.000085,0.000000,0.184978,0.184978,0.183796,0.000435,-0.000000,0.932009,0.933971,0.183804,-0.046027,0.009557,0.000000,0.000000,0.000000,0.000029,0.000022,0.021327
1.700000,0.000415,-0.000000,0.000187,0.000000,0.186011,0.186011,0.184809,0.000662,-0.000000,0.942044,0.944042,0.184818,-0.052499,0.000860,0.000000,0.000000,0.000000,0.000038,0.000035,0.021972
1.720000,0.000615,-0.000000,0.000265,0.000000,0.187043,0.187043,0.185822,0.000911,-0.000000,0.952076,0.954107,0.185831,-0.050930,0.000071,0.000000,0.000000,0.000000,0.000054,0.000047,0.022547
1.740000,0.000815,-0.000000,0.000293,0.000000,0.188069,0.188069,0.186832,0.001133,-0.000000,0.962102,0.964159,0.186842,-0.059672,0.001493,0.000000,0.000000,0.000000,0.000078,0.000058,0.023345
1.760000,0.001015,-0.000000,0.000362,0.000000,0.189096,0.189096,0.187843,0.001363,-0.000000,0.972129,0.974213,0.187853,-0.061544,-0.002389,0.000000,0.000000,0.000000,0.000104,0.000069,0.024162
1.780000,0.001215,-0.000000,0.000428,0.000000,0.190122,0.190122,0.188854,0.001595,-0.000000,0.982156,0.984267,0.188864,-0.058089,-0.003145,0.000000,0.000000,0.000000,0.000133,0.000080,0.024844
1.800000,0.001415,-0.000000,0.000496,0.000000,0.191147,0.191147,0.189864,0.001809,-0.000000,0.992179,0.994315,0.189873,-0.063745,-0.004196,0.000000,0.000000,0.000000,0.000164,0.000089,0.025656
1.820000,0.001615,-0.000000,0.000570,0.000000,0.192171,0.192171,0.190874,0.002035,-0.000000,1.002204,1.004365,0.190883,-0.064581,-0.003490,0.000000,0.000000,0.000000,0.000197,0.000099,0.026452
1.840000,0.001815,-0.000000,0.000621,0.000000,0.193194,0.193194,0.191883,0.002244,-0.000000,1.012227,1.014411,0.191892,-0.070918,0.004835,0.000000,0.000000,0.000000,0.000233,0.000109,0.027394
1.860000,0.002015,-0.000000,0.000723,0.000000,0.194218,0.194218,0.192893,0.002465,-0.000000,1.022251,1.024459,0.192902,-0.071620,0.005019,0.000000,0.000000,0.000000,0.000268,0.000118,0.028310
1.880000,0.002215,-0.000000,0.000824,0.000000,0.195242,0.195242,0.193902,0.002678,-0.000000,1.032274,1.034505,0.193911,-0.073584,0.015596,0.000000,0.000000,0.000000,0.000303,0.000127,0.029279
1.900000,0.002415,-0.000000,0.000954,0.000000,0.196266,0.196266,0.194912,0.002894,-0.000000,1.042297,1.044552,0.194921,-0.069404,-0.001474,0.000000,0.000000,0.000000,0.000337,0.000135,0.030050
1.920000,0.002615,-0.000000,0.000993,0.000000,0.197287,0.197287,0.195920,0.003099,-0.000000,1.052319,1.054595,0.195929,-0.068251,0.019994,0.000000,0.000000,0.000000,0.000374,0.000143,0.030832
1.940000,0.002815,-0.000000,0.001134,0.000000,0.198310,0.198310,0.196930,0.003319,-0.000000,1.062342,1.064643,0.196939,-0.075318,0.028368,0.000000,0.000000,0.000000,0.000410,0.000152,0.031822
1.960000,0.003015,-0.000000,0.001271,0.000000,0.199333,0.199333,0.197939,0.003527,-0.000000,1.072364,1.074687,0.197947,-0.067959,0.021415,0.000000,0.000000,0.000000,0.000444,0.000160,0.032540
1.980000,0.003215,-0.000000,0.001388,0.000000,0.200355,0.200355,0.198947,0.003739,-0.000000,1.082387,1.084732,0.198956,-0.066129,0.029406,0.000000,0.000000,0.000000,0.000479,0.000167,0.033256
2.000000,0.003415,-0.000000,0.001535,0.000000,0.201378,0.201378,0.199957,0.003948,-0.000000,1.092409,1.094777,0.199965,-0.061740,0.017888,0.000000,0.000000,0.000000,0.000513,0.000175,0.033777
2.020000,0.003615,-0.000000,0.001669,0.000000,0.202400,0.202400,0.200965,0.004155,-0.000000,1.102430,1.104820,0.200974,-0.057825,0.009918,0.000000,0.000000,0.000000,0.000546,0.000182,0.034179
2.040000,0.003815,-0.000000,0.001869,0.000000,0.203423,0.203423,0.201975,0.004373,-0.000000,1.112453,1.114867,0.201983,-0.058194,0.004944,0.000000,0.000000,0.000000,0.000577,0.000190,0.034568
2.060000,0.004040,-0.000000,0.002190,0.000000,0.204449,0.204449,0.202985,0.004673,-0.000000,1.122479,1.124918,0.202993,-0.053604,-0.004459,0.000000,0.000000,0.000000,0.000603,0.000199,0.034872
2.080000,0.004341,-0.000000,0.002679,0.000000,0.205481,0.205481,0.203997,0.005069,-0.000000,1.132511,1.134981,0.204006,-0.045684,-0.000836,0.000000,0.000000,0.000000,0.000622,0.000210,0.035050
2.100000,0.004735,-0.000000,0.003047,0.000000,0.206509,0.206509,0.205009,0.005559,0.000000,1.142541,1.145042,0.205017,-0.041474,-0.002936,0.000000,0.000000,0.000000,0.000640,0.000224,0.035176
2.120000,0.005210,-0.000000,0.003509,0.000000,0.207540,0.207540,0.206021,0.006184,0.000000,1.152572,1.155105,0.206030,-0.047053,0.002970,0.000000,0.000000,0.000000,0.000659,0.000243,0.035379
2.140000,0.005760,-0.000000,0.003705,0.000000,0.208564,0.208564,0.207031,0.006832,0.000000,1.162597,1.165157,0.207040,-0.040939,-0.003315,0.000000,0.000000,0.000000,0.000685,0.000263,0.035504
2.160000,0.006380,-0.000000,0.004434,0.000000,0.209596,0.209596,0.208043,0.007665,0.000000,1.172628,1.175221,0.208052,-0.041847,0.004735,0.000000,0.000000,0.000000,0.000707,0.000290,0.035647
2.180000,0.007086,-0.000000,0.005090,0.000000,0.210626,0.210626,0.209056,0.008582,0.000000,1.182659,1.185287,0.209065,-0.049027,0.007109,0.000000,0.000000,0.000000,0.000730,0.000322,0.035896
2.200000,0.007885,-0.000000,0.005566,0.000000,0.211654,0.211654,0.210067,0.009510,0.000000,1.192687,1.195346,0.210076,-0.050476,0.015192,0.000000,0.000000,0.000000,0.000760,0.000357,0.036195
2.220000,0.008765,0.000000,0.006800,0.000000,0.212691,0.212691,0.211081,0.010772,0.000000,1.202724,1.205424,0.211090,-0.058709,0.023741,0.000000,0.000000,0.000000,0.000779,0.000403,0.036670
2.240000,0.009735,0.000000,0.007369,0.000000,0.213719,0.213719,0.212093,0.011933,0.000000,1.212753,1.215487,0.212102,-0.059862,0.010300,0.000000,0.000000,0.000000,0.000807,0.000453,0.037110
2.260000,0.010775,0.000000,0.008687,0.000000,0.214754,0.214754,0.213107,0.013458,0.000000,1.222790,1.225569,0.213117,-0.063388,0.013045,0.000000,0.000000,0.000000,0.000828,0.000517,0.037623
2.280000,0.011905,0.000000,0.009033,0.000000,0.215779,0.215779,0.214117,0.014727,0.000000,1.232816,1.235628,0.214127,-0.060411,0.021604,0.000000,0.000000,0.000000,0.000867,0.000579,0.038123
2.300000,0.013108,0.000000,0.011032,0.000000,0.216818,0.216818,0.215132,0.016486,0.000000,1.242854,1.245715,0.215142,-0.071769,0.029493,0.000000,0.000000,0.000000,0.000885,0.000658,0.038877
2.320000,0.014411,0.000000,0.012708,0.000000,0.217854,0.217854,0.216147,0.018279,0.000000,1.252891,1.255801,0.216157,-0.074784,0.022171,0.000000,0.000000,0.000000,0.000895,0.000748,0.039645
2.340000,0.015810,0.000000,0.014297,0.000000,0.218890,0.218890,0.217161,0.020138,0.000000,1.262927,1.265887,0.217171,-0.080548,0.043223,0.000000,0.000000,0.000000,0.000902,0.000846,0.040674
2.360000,0.017285,0.000000,0.016106,0.000000,0.219926,0.219926,0.218176,0.022210,0.000000,1.272964,1.275980,0.218186,-0.077424,0.042931,0.000000,0.000000,0.000000,0.000905,0.000957,0.041625
2.380000,0.018860,0.000000,0.019314,0.000000,0.220972,0.220972,0.219194,0.024738,0.000000,1.283012,1.286098,0.219204,-0.071241,0.038553,0.000000,0.000000,0.000000,0.000902,0.001096,0.042419
2.400000,0.020545,0.000000,0.020643,0.000000,0.222006,0.222006,0.220208,0.026935,0.000000,1.293047,1.296193,0.220219,-0.077284,0.032558,0.000000,0.000000,0.000000,0.000899,0.001239,0.043285
2.420000,0.022305,0.000000,0.024967,0.000000,0.223058,0.223058,0.221228,0.029891,0.000000,1.303098,1.306327,0.221238,-0.074371,0.044004,0.000000,0.000000,0.000000,0.000927,0.001415,0.044181
2.440000,0.024190,0.000000,0.025889,0.000000,0.224090,0.224090,0.222242,0.032325,0.000000,1.313133,1.316431,0.222253,-0.070766,0.040822,0.000000,0.000000,0.000000,0.000936,0.001591,0.044990
2.460000,0.026155,0.000000,0.026849,0.000000,0.225122,0.225122,0.223255,0.034823,0.000000,1.323166,1.326532,0.223266,-0.063647,0.035663,0.000000,0.000000,0.000000,0.000934,0.001768,0.045652
2.480000,0.028195,0.000000,0.030480,0.000000,0.226166,0.226166,0.224272,0.038023,0.000000,1.333210,1.336668,0.224283,-0.070775,0.055358,0.000000,0.000000,0.000000,0.000953,0.001971,0.046601
2.500000,0.030350,0.000000,0.031889,0.000000,0.227200,0.227200,0.225286,0.040856,0.000000,1.343245,1.346786,0.225297,-0.066837,0.050022,0.000000,0.000000,0.000000,0.000959,0.002178,0.047440
2.520000,0.032580,0.000000,0.036126,0.000000,0.228246,0.228246,0.226304,0.044281,0.000000,1.353288,1.356935,0.226315,-0.066264,0.047906,0.000000,0.000000,0.000000,0.001007,0.002409,0.048260
